"id","date","score"
17750,17098,81
17762,17085,82
17763,17037,100
17779,17108,90
17822,17077,100
17933,16857,84
17946,16989,100
17947,16931,84
18047,16862,83
18079,16923,92
18120,17149,96
18126,16927,96
18268,16967,94
18310,17038,90
18369,17113,63
18399,17077,96
18400,16932,100
18403,16925,92
18422,17043,98
18443,16938,82
18480,17064,83
18514,17092,79
18538,16903,98
18573,17063,83
18577,17148,96
18580,16940,100
18581,17148,96
18606,16976,92
18686,16975,70
18728,17025,76
18755,16994,82
18767,17067,88
18800,17057,81
18805,16959,94
18815,17099,90
18824,16960,86
18825,17140,94
18826,17070,83
18855,17134,94
18870,16968,65
18874,16930,92
18940,17074,94
18952,16962,100
18953,16962,100
18954,16962,100
18981,16967,96
18996,17015,98
19002,17073,90
19003,17015,70
19025,17007,89
19041,17115,85
19043,17144,87
19055,17135,92
19056,17135,96
19057,17135,96
19058,17135,96
19060,16959,96
19061,16959,92
19076,16855,76
19082,16959,96
19087,16977,100
19094,17078,94
19131,16968,86
19138,16954,84
19150,17109,94
19169,16976,92
19170,17042,98
19171,17056,94
19205,17064,94
19277,17074,90
19357,16961,75
19379,17114,89
19380,16939,94
19386,16959,86
19403,17035,98
19416,17157,94
19440,17147,71
19641,16968,80
20116,17142,87
20291,16871,82
20327,16953,90
20367,17145,81
20625,16981,100
21101,16885,94
21143,17037,98
21429,16952,92
21583,17031,100
21785,17038,82
21807,17134,93
21909,17149,96
21982,16958,90
22606,16905,79
23068,17043,90
23701,17043,71
23702,16910,89
23704,17081,90
23865,17029,83
24198,16927,80
24279,17028,94
24437,17018,87
24457,16933,82
24572,17135,87
24930,17070,90
24936,16961,77
25048,17114,81
25151,16899,92
25153,16899,98
25160,16899,100
25161,16899,98
25162,16899,98
25163,16899,100
25167,17143,92
25301,17156,81
25374,16987,89
25375,16952,98
25404,17031,83
25572,17052,80
25651,17042,100
26146,17112,100
26149,16983,80
26341,16954,98
26343,17028,94
26348,17080,81
27053,17044,94
27055,17011,92
27056,17078,82
27306,16939,94
27350,17070,78
27377,17039,87
27472,16904,85
27680,16867,72
27737,17016,86
27790,16996,96
27791,16983,96
27793,17071,83
27799,16993,87
27851,17077,96
27852,17095,93
27854,17044,98
27874,16808,98
27947,16995,92
27949,16853,80
27964,16906,90
27986,17092,94
28035,17021,89
28044,17151,98
28169,17141,90
28193,16954,87
28206,17002,72
28318,17014,85
28468,16834,79
28976,16993,100
29246,16923,86
29304,16893,81
29429,16988,80
29610,16848,67
29948,16969,87
29950,16973,86
29956,16953,88
30001,17123,96
30156,17053,100
30478,16874,96
30496,17001,90
31568,16854,98
32170,17029,90
32200,16953,81
32556,16804,96
32570,16876,90
32578,16952,94
32579,17007,96
32586,17050,96
32625,16917,94
32671,16981,84
32682,16959,94
32683,16959,94
32684,16959,92
32693,16967,92
32698,16995,88
32702,17065,81
32729,16930,86
32733,17094,96
32736,17151,90
32738,17073,91
32818,17152,92
32823,17035,94
32835,17022,94
32845,16987,75
32862,16980,92
32872,16856,96
32887,16811,88
32925,16834,94
32992,16989,93
33011,16958,93
33012,16917,100
33054,16916,93
33056,16933,87
33069,17157,91
33077,16885,96
33084,17065,92
33093,16920,100
33113,16882,94
33125,17037,86
33145,17028,90
33160,17140,94
33173,17065,94
33190,16988,100
33198,17017,91
33222,16920,87
33247,16876,98
33272,17144,96
33315,17115,98
33386,17102,90
33388,16976,96
33413,17088,98
33442,17017,89
33468,17078,84
33516,16906,89
33527,16969,86
33564,17038,84
33568,17038,90
33620,16946,94
33638,16968,94
33641,16959,94
33700,17092,94
33709,17155,98
33710,17029,94
33712,16953,74
33728,16955,94
33731,17011,88
33747,16918,78
33837,16933,96
33851,17092,85
33891,17096,85
33911,17080,68
33914,17016,90
33916,17036,80
33920,16941,80
33935,17011,96
33997,17101,100
33998,16977,100
33999,16812,82
34033,17095,98
34046,16836,100
34066,17102,90
34102,17081,90
34126,16948,76
34144,17149,82
34161,17092,87
34186,17044,100
34201,17056,100
34220,17038,100
34221,17002,90
34222,17002,92
34244,17057,96
34331,16862,100
34352,16853,100
34353,16853,93
34354,16853,100
34387,16905,96
34395,17011,89
34411,17035,96
34418,17009,98
34434,16853,68
34458,17035,90
34585,16832,56
34611,17147,83
34647,17058,98
34649,16969,91
34662,17102,85
34665,17073,87
34676,16954,63
34708,17000,94
34710,17126,94
34726,17002,88
34728,17148,90
34743,17039,71
34746,16979,87
34787,16944,94
34814,16911,87
34865,16864,83
34885,17029,79
34910,17093,88
35026,16848,65
35199,16962,88
35221,17015,77
35340,17064,96
35415,17038,100
35418,17115,85
35464,17065,96
35469,17144,90
35503,16871,98
35507,17144,90
35565,16994,90
35591,17036,96
35659,16948,65
35660,17102,86
35702,17127,79
35771,16910,96
35786,16932,84
35790,17024,98
35805,16909,78
35812,17071,98
35828,17078,79
35852,17140,94
35862,17140,94
35884,17112,94
36001,17114,92
36023,16979,91
36024,17091,90
36160,17143,94
36177,17032,98
36178,16892,85
36201,17030,94
36208,17100,92
36213,17058,100
36214,16954,100
36215,16954,100
36216,16954,98
36274,17058,100
36396,17056,100
36412,16924,94
36451,17066,100
36452,17001,94
36473,17147,94
36474,17024,94
36494,16995,86
36512,17038,92
36513,17052,91
36523,16889,85
36534,17051,92
36547,17038,98
36570,17152,85
36571,17102,74
36602,16867,96
36618,17057,88
36645,16870,91
36673,17045,79
36685,17099,91
36687,16925,98
36695,17109,98
36699,16828,80
36730,17080,88
36744,16821,71
36750,16972,96
36758,17149,86
36840,17107,92
36850,17079,88
36861,17010,96
36875,16898,98
36876,17114,91
36911,16905,81
37060,17009,83
37115,16988,75
37141,17056,86
37151,17014,82
37152,16994,81
37166,17150,92
37167,17150,96
37168,17150,98
37169,17150,100
37170,17150,96
37171,17150,98
37231,17038,82
37232,17036,96
37256,16987,88
37304,17147,85
37319,16903,98
37350,17004,96
37361,16888,96
37389,17140,90
37405,16965,72
37407,16994,77
37456,17050,88
37462,16941,96
37482,16962,87
37507,16939,94
37633,16940,72
37639,16841,92
37651,17119,87
37654,16952,86
37656,16917,98
37667,17031,79
37682,17002,100
37688,17008,98
37698,17009,83
37717,16863,94
37731,17015,90
37732,16993,92
37792,16987,96
37802,16959,92
37818,17074,69
37820,17115,94
37832,16954,89
37833,16975,100
37882,16882,88
37986,16938,92
38030,16890,100
38072,16945,82
38073,16972,94
38091,16939,89
38106,16870,91
38112,17123,88
38126,17126,94
38139,17149,87
38179,16938,90
38182,16850,94
38197,16912,94
38202,17025,80
38231,17038,88
38258,17038,79
38259,16994,82
38330,17086,92
38379,17121,96
38423,17114,98
38427,17072,82
38428,17109,81
38442,16909,81
38447,16988,86
38458,16933,94
38479,17032,87
38485,16980,91
38530,16933,85
38565,17101,98
38566,16996,89
38580,17065,86
38606,16896,98
38752,17022,98
38788,17004,96
38798,17079,96
38808,17044,85
38822,16953,94
38875,17059,88
38882,16955,100
38929,17156,92
39025,16875,100
39031,16981,94
39048,16975,86
39049,16911,92
39050,16878,96
39053,17025,85
39054,16857,91
39076,16843,94
39113,16979,90
39119,17000,79
39176,16898,79
39205,16934,92
39294,16835,89
39295,17010,83
39396,17071,78
39398,17067,90
39401,17079,100
39420,16890,96
39426,16949,85
39481,16895,93
39482,17027,96
39495,16899,94
39513,16974,92
39586,16935,87
39608,17052,90
39615,16890,87
39665,16983,96
39667,17050,96
39693,16939,86
39695,16975,83
39773,17004,100
39776,17066,73
39810,17010,83
39851,17080,96
39862,16989,90
39875,17107,96
39888,17073,94
39936,17133,96
39937,17070,86
39980,16931,98
40008,17105,96
40123,16932,90
40144,17098,96
40151,17008,94
40185,16994,91
40197,17156,93
40212,17128,100
40216,17058,83
40217,16923,88
40227,17113,87
57552,17141,68
57579,16958,77
57584,17077,80
57601,17101,98
57623,16885,91
57628,17121,98
57630,17058,96
57653,16926,78
57698,16863,78
57732,16905,100
57751,16896,92
57755,17002,80
57774,17001,90
58573,17095,96
58576,17045,78
58610,17045,96
58611,17070,87
58628,17085,90
58637,17000,92
58673,17036,78
58718,16995,90
58781,16997,100
58803,16973,87
58850,17050,79
58861,16890,92
58879,16967,86
58922,17044,92
58945,17037,94
59002,16945,94
59009,17070,92
59016,17002,98
59021,17004,98
59025,16946,73
59041,16941,94
59044,17001,73
59065,16959,83
59066,17010,100
59153,17094,77
59178,17107,79
59215,16945,93
59289,16954,68
59316,17011,100
59331,16917,87
59338,17010,86
59372,17093,100
59397,17091,94
59407,17070,86
59422,17127,87
59464,16985,100
59484,17085,90
59515,17086,79
59574,17053,98
59577,17051,83
59599,17126,94
59637,16884,96
59651,17032,81
59691,17039,91
59717,17035,94
59727,17024,78
59744,16847,100
59761,17029,96
59777,17036,88
59828,17157,86
59838,16952,92
59872,17002,96
59896,17021,93
59898,17058,92
59922,17156,70
59935,17073,93
59949,17095,85
59988,16868,83
60042,16995,92
60085,16917,91
60114,17067,88
60115,17022,67
60210,17134,92
60230,16962,90
60254,17066,98
60290,16972,90
60318,16821,100
60334,16981,80
60345,17014,83
60349,17149,87
60354,17123,79
60355,16944,66
60380,17007,90
60445,17127,96
60472,16945,84
60473,16826,86
60484,16975,94
60518,16932,86
60544,17073,92
60547,16976,96
60548,16976,100
60550,16983,96
60551,17108,94
60555,16939,94
60561,16870,100
60602,17064,92
60616,17009,92
60628,17016,92
60631,16967,100
60632,17083,100
60633,17101,100
60644,17157,90
60649,17029,86
60656,16992,100
60657,16967,100
60658,16977,100
60697,17112,96
60713,17004,96
60737,17077,92
60782,17039,100
60787,16909,100
60823,17029,85
60824,17029,92
60825,17029,92
60828,16934,96
60833,16917,100
60898,16931,94
60933,17093,83
60936,16926,100
60963,17056,82
60984,17029,85
61001,17018,100
61016,17047,96
61056,17058,96
61073,16976,92
61093,17080,82
61109,16980,96
61122,16827,96
61135,16972,92
61136,17007,81
61161,16807,59
61180,16987,91
61206,17037,86
61285,17071,91
61351,16967,86
61356,17000,96
61390,17050,94
61391,17039,78
61427,17001,73
61464,17024,92
61467,17046,92
61493,17113,88
61494,17134,78
61499,16955,80
61500,16855,100
61512,16980,90
61514,16806,94
61550,17044,86
61595,16904,86
61598,17057,90
61635,17051,90
61669,16918,88
61697,17036,90
61728,17064,85
61736,16853,96
61789,17088,88
61806,17087,96
61816,17010,82
61856,16904,90
61915,17108,80
61953,16961,92
61959,16972,91
61976,16910,98
62000,17112,90
62010,17091,96
62051,17002,82
62056,17023,98
62057,16947,79
62060,16944,96
62064,17032,86
62072,16835,100
62176,16814,81
62179,16981,92
62277,16920,90
62298,17063,98
62308,16834,72
62316,16827,82
62334,17060,86
62358,16890,90
62362,17053,96
62435,16925,91
62445,16974,94
62487,17064,96
62521,16959,92
62526,17045,100
62532,17107,92
62548,17017,86
62550,17133,78
62551,17105,92
62552,17105,96
62560,17127,90
62573,17023,80
62658,17083,100
62674,17102,100
62688,16863,81
62701,17157,78
62708,16939,85
62710,16932,86
62717,17017,100
62730,17102,93
62735,17112,76
62739,16967,94
62744,17044,90
62746,16994,96
62765,17121,83
62768,16934,70
62769,17071,85
62771,17038,92
62775,17056,94
62784,17065,92
62797,17058,100
62814,17030,98
62816,16995,96
62849,17036,75
62853,16927,94
62896,17148,90
62900,17091,83
62913,17098,98
62939,17051,96
62942,16807,100
62943,17046,75
62978,17043,72
62990,16967,88
63000,16960,100
63016,16969,96
63047,17050,91
63049,16814,100
63076,17107,96
63079,16890,100
63084,16953,90
63095,16996,96
63112,16953,90
63119,17000,92
63121,17016,91
63124,17073,94
63131,16974,85
63136,17114,96
63150,16840,65
63169,16861,91
63210,16934,96
63248,16941,100
63256,16898,83
63258,16959,92
63265,17067,88
63280,17133,82
63286,16965,84
63404,17106,94
63406,16987,91
63413,16983,87
63447,17127,81
63488,17004,92
63489,16910,100
63503,17002,90
63554,17141,94
63576,17155,94
63597,17045,90
63601,17081,80
63602,16976,100
63615,16960,94
63618,17072,96
63619,17042,92
63624,16932,93
63646,16923,96
63651,16923,100
63652,16923,98
63653,16923,89
63654,16923,98
63713,16944,96
63755,17081,78
63757,16993,81
63763,17011,72
63773,16875,92
63780,17007,92
63804,16965,79
63824,16952,84
63893,17064,90
63897,17091,90
63918,17065,96
63926,17050,92
63940,16870,88
63943,16930,100
63971,17056,96
64004,16960,92
64007,17088,94
64041,17086,83
64076,17140,88
64092,17086,100
64101,17098,100
64116,17101,88
64141,17098,90
64149,17083,100
64154,17071,81
64161,16860,81
64176,16910,80
64195,17098,90
64202,16840,92
64231,17008,79
64236,17099,90
64308,17008,83
64319,16850,100
64338,17000,94
64346,16954,87
64351,16965,100
64354,16812,83
64361,17080,92
64377,17066,94
64379,17098,90
64380,16905,86
64384,16981,96
64387,17088,92
64416,17134,90
64434,16987,91
64437,16992,100
64454,17149,94
64466,16990,85
64490,16985,100
64492,16997,96
64501,17044,89
64502,17074,92
64503,16975,89
64513,16939,92
64524,16982,96
64549,17147,86
64581,16828,90
64612,17038,84
64626,17086,92
64653,16953,88
64682,16829,86
64790,17001,86
64797,16981,98
64805,16903,88
64811,16939,83
64814,17014,78
64835,17098,84
64843,17098,87
64846,16974,100
64849,17035,85
64859,17087,96
64881,16848,88
64884,17102,94
64917,17003,90
64933,17119,85
64938,16829,98
64945,16973,84
65004,16938,98
65012,17015,86
65026,17114,87
65032,16939,88
65050,16960,71
65051,16973,87
65057,16955,86
65060,16955,94
65066,17023,72
65086,16994,86
65093,17083,100
65103,16948,92
65111,16834,94
65115,17071,89
65137,17023,88
65139,17010,72
65181,17004,89
65238,17141,92
65260,16966,94
65267,17141,92
65270,16955,94
65271,17079,89
65277,17155,100
65283,17157,94
65291,16904,100
65337,16932,78
65348,17065,86
65350,17071,88
65358,17016,96
65363,17155,100
65369,16882,100
65371,17032,89
65375,17029,91
65377,17155,100
65382,17065,87
65383,17112,88
65384,17155,96
65412,17063,88
65415,16932,90
65425,16826,87
65427,17036,92
65442,16987,72
65468,17009,92
65479,16997,94
65485,17068,92
65487,17067,93
65531,17023,92
65549,17045,92
65554,17039,87
65561,17080,81
65580,16932,86
65582,17028,84
65622,17133,92
65624,16946,92
65635,17037,78
65649,17141,90
65672,17092,92
65673,16843,100
65676,16975,98
65677,16926,90
65679,17149,79
65688,16926,100
65692,16835,96
65704,16974,100
65724,17113,96
65725,17113,92
65754,17050,88
65791,17115,86
65795,17135,92
65820,17095,96
65824,17059,96
65826,17099,90
65829,16982,94
65830,17004,90
65831,16960,81
65833,16934,96
65834,17022,78
65852,16857,90
65856,17038,77
65857,16959,78
65860,17017,84
65873,17028,83
65893,17051,100
65895,16997,87
65896,17030,88
65898,17141,100
65901,16952,89
65906,16905,100
65925,16897,75
66173,16937,92
66185,17070,92
66191,17004,100
66198,16930,93
66202,17101,94
66204,17113,91
66220,17038,90
66228,17119,85
66229,16959,71
66255,17141,86
66259,17133,79
66276,17036,81
66280,16906,84
66297,17042,88
66300,16952,90
66328,17074,96
66331,16968,96
66336,17007,92
66361,16897,71
66362,16822,100
66363,17134,94
66384,17010,86
66387,16839,100
66402,17091,98
66406,17072,85
66411,16959,100
66418,16938,77
66475,17112,90
66503,17032,96
66515,17009,78
66534,16904,87
66536,16904,90
66584,17022,92
66592,17102,100
66612,17066,87
66637,17135,86
66656,17101,87
66679,16924,72
66685,17140,90
66687,16906,100
66695,16966,85
66698,16862,100
66704,17106,85
66705,16933,71
66711,17018,87
66715,17022,92
66717,17018,94
66732,16979,81
66736,16903,81
66737,17144,88
66768,17079,100
66800,16863,71
66808,17094,88
66811,17105,85
66817,16855,98
66861,17064,94
66874,16917,77
66894,17113,96
66895,16955,88
66896,16899,96
66900,17029,87
66901,17100,86
66921,16855,94
66925,17037,89
66927,16966,98
66934,17107,100
66961,16871,63
66966,17008,94
66972,16944,94
66979,17079,100
66985,16983,78
66988,16920,86
66990,16953,86
66992,17079,86
66999,16959,87
67043,17137,90
67063,17100,90
67067,17011,73
67075,17056,87
67093,17067,96
67122,16911,88
67123,17015,94
67124,16949,86
67149,17064,93
67154,16967,70
67160,17024,92
67167,17083,86
67174,16981,98
67176,16905,100
67186,17017,96
67187,17085,96
67218,17016,94
67237,16905,88
67262,17079,88
67276,16921,90
67303,17086,90
67330,17038,57
67356,16898,79
67359,17059,90
67414,17083,100
67427,16925,96
67432,16961,83
67466,16884,100
67486,16833,94
67489,17009,96
67494,17137,94
67500,17122,86
67510,17037,94
67545,16923,94
67552,16883,92
67554,17046,72
67564,17113,59
67565,17147,81
67567,16937,87
67584,17108,90
67602,17115,96
67606,16857,96
67612,17108,96
67614,17016,85
67615,17024,88
67617,16892,100
67676,17105,94
67690,16973,98
67741,16911,83
67743,17093,75
67754,17119,86
67788,17140,84
67806,17011,92
67809,16961,76
67828,16952,67
67839,16875,86
67840,17061,87
67862,17085,96
67865,16934,88
67869,17140,94
67871,17050,88
67875,16934,96
67894,17003,90
67911,16807,100
67917,16962,100
67919,17087,94
67920,16959,89
67936,17108,90
67943,16988,90
67982,17074,92
67985,16980,83
68013,16884,100
68018,17147,100
68026,17028,100
68036,17028,86
68037,17063,94
68042,16855,74
68045,17149,100
68058,16926,100
68068,16876,91
68070,17107,89
68079,16856,91
68090,16972,87
68091,16954,96
68104,17042,94
68128,17101,100
68131,16958,90
68146,16939,100
68148,16976,90
68149,16953,94
68152,17081,92
68158,17036,92
68172,17009,92
68173,16997,96
68189,17085,89
68196,16890,100
68219,17004,98
68220,16945,92
68242,17007,92
68254,16980,90
68258,17100,96
68259,17091,96
68260,16939,98
68261,16939,94
68262,16995,96
68263,16939,100
68264,16946,98
68269,17098,98
68278,17147,86
68281,17058,74
68283,17144,98
68287,16910,98
68289,16835,94
68294,17119,98
68295,17072,96
68298,16982,92
68321,16898,77
68323,16933,94
68331,16960,88
68345,16878,100
68351,16990,81
68352,17119,92
68353,17077,96
68356,17042,100
68360,16896,82
68362,16861,100
68379,17035,84
68390,17042,82
68401,16917,92
68403,16828,74
68412,17043,94
68421,17156,96
68422,17156,96
68428,17087,94
68430,17113,92
68431,17064,90
68433,16869,74
68442,17017,78
68451,17053,84
68452,16910,83
68454,16854,77
68467,16955,98
68483,17029,85
68493,17091,81
68500,17012,87
68503,16896,92
68504,17112,98
68508,17078,84
68511,17095,98
68540,17126,94
68544,17106,84
68560,17056,90
68591,17031,100
68600,17023,82
68608,17106,90
68618,16897,74
68626,16948,92
68629,16958,92
68633,16924,72
68644,16955,96
68649,17089,73
68674,16874,96
68690,16899,94
68692,17091,94
68696,16966,83
68699,17100,98
68701,17087,96
68716,17032,100
68718,17093,90
68739,16870,100
68763,16994,86
68764,16923,100
68768,16959,88
68773,17036,90
68774,16954,93
68775,16832,100
68784,16931,90
68799,16947,86
68808,16980,82
68811,16884,94
68813,17099,82
68826,16835,92
68827,17008,92
68831,17007,86
68860,17039,86
68865,16980,74
68872,17094,74
68890,17016,78
68894,17108,90
68895,17021,98
68909,16989,98
68944,17072,100
68955,17051,96
68961,17004,83
68963,16896,90
68974,16955,94
68986,17050,90
68998,16980,81
69006,16881,96
69016,16864,65
69026,17144,90
69041,17098,85
69044,17085,92
69045,17085,100
69048,17085,96
69049,16901,100
69051,16901,98
69053,17027,98
69066,17070,96
69069,17056,96
69110,17085,88
69113,16983,96
69115,17058,74
69118,16996,88
69122,16981,98
69123,17016,100
69125,17073,92
69127,16863,92
69135,16901,100
69147,17140,91
69172,16945,92
69175,16953,84
69181,17108,98
69189,16961,90
69195,16920,76
69205,17079,76
69207,17098,90
69208,17121,87
69214,17094,92
69217,16967,88
69237,17029,100
69249,17099,92
69250,16989,98
69253,17156,92
69257,17114,93
69259,16902,89
69272,16874,100
69275,17030,87
69282,17077,83
69288,16952,94
69290,16919,98
69291,17156,100
69294,16888,83
69302,16945,84
69312,16959,100
69317,17058,88
69324,17099,88
69350,17115,96
69351,17157,84
69353,17051,86
69368,16926,86
69387,17128,88
69388,17065,92
69392,16982,70
69403,16965,78
69419,17023,86
69437,17030,100
69448,17150,96
69465,16862,94
69466,17087,90
69475,17030,94
69489,16878,100
69492,16926,90
69495,16975,100
69501,17038,81
69512,17009,61
69520,17063,89
69527,16883,83
69528,16892,100
69562,16926,100
69576,17009,96
69584,16933,75
69590,16927,89
69592,16889,79
69595,16937,93
69606,17002,85
69618,17008,86
69621,17085,94
69627,17082,96
69635,16898,89
69653,17004,88
69664,17015,100
69665,17123,83
69666,17023,94
69675,17004,100
69681,16836,94
69682,17077,88
69691,16871,89
69694,17112,85
69705,17122,88
69706,17095,90
69707,16879,89
69708,16835,100
69722,16965,89
69737,17036,94
69750,17023,77
69752,17011,90
69753,17011,96
69759,16990,71
69761,17149,94
69762,17100,80
69769,16980,90
69786,16897,85
69792,16903,88
69799,16842,73
69813,17105,96
69828,16939,82
69849,17015,87
69861,17114,90
69863,16946,94
69881,16932,79
69884,17137,92
69885,17009,92
69903,16992,100
69906,16981,90
69909,17017,92
69938,16806,84
69942,16983,92
69945,16928,100
69962,16969,75
69984,17058,87
70016,17044,98
70017,17085,78
70022,16891,74
70034,16966,90
70044,16935,87
70045,17006,100
70064,17142,94
70068,17113,83
70071,17046,98
70123,16843,98
70132,17016,89
70137,16932,89
70138,16871,92
70148,17057,91
70171,16994,85
70182,17151,96
70207,17056,96
70216,17023,90
70217,16860,92
70220,16932,98
70225,16854,90
70254,17053,96
70258,17039,98
70281,16820,80
70282,16974,100
70305,17002,100
70306,17050,85
70309,17016,96
70365,17017,86
70416,17156,85
70425,17081,94
70434,16960,94
70446,17155,100
70486,16890,84
70494,17065,92
70495,16847,100
70516,17038,92
70521,16953,82
70547,17099,94
70562,17087,94
70576,17016,90
70619,16967,96
70641,17107,71
70651,17144,98
70661,17113,87
70685,17008,92
70686,17007,96
70687,17114,81
70702,16995,98
70705,16868,100
70707,16889,100
70708,16995,79
70713,17112,94
70717,17058,75
70723,17098,84
70754,16983,93
70755,16888,94
70758,17098,93
70778,17086,100
70779,16979,96
70780,16891,82
70797,17037,96
70823,16876,96
70838,16962,88
70849,16863,94
70856,16898,92
70884,16953,94
70892,16967,68
70912,16989,100
70914,16979,85
70920,17064,90
70921,17106,96
70922,16870,94
70929,16940,100
70939,17128,92
70949,17134,94
70960,17003,89
70961,17065,98
70983,17087,93
70993,17017,94
70996,16973,65
71008,17140,83
71012,16862,72
71065,16870,94
71088,16958,96
71131,17079,81
71149,16947,100
71154,17053,98
71168,17098,78
71174,17071,89
71187,17036,75
71232,16868,55
71286,17044,90
71287,17056,82
71292,17156,92
71301,16937,87
71310,16953,79
71311,16962,90
71312,17002,92
71314,16876,71
71322,17011,86
71327,17147,83
71357,17039,87
71373,17105,52
71380,17092,88
71385,17032,80
71413,17083,100
71416,17119,82
71424,17066,98
71428,16953,96
71440,17126,57
71443,17148,89
71456,17140,96
71460,17156,100
71469,16996,96
71473,16967,86
71476,17142,96
71501,16992,100
71505,16985,100
71510,17105,92
71522,16981,96
71528,16941,100
71530,17072,94
71532,16890,96
71563,16987,94
71576,17155,89
71581,17062,96
71599,17010,89
71611,16879,98
71640,16905,100
71649,16903,89
71664,17068,81
71691,17045,91
71696,17123,90
71716,17071,94
71723,16959,86
71726,16905,100
71746,17044,96
71753,16932,100
71760,17112,83
71769,17031,89
71772,17123,100
71784,17031,94
71823,17157,96
71831,16987,82
71841,17067,98
71909,17079,86
71910,17115,92
71915,17046,88
71946,17043,100
71962,16892,92
71969,16934,89
71980,17052,89
71988,16925,100
71994,16926,77
71997,17053,94
72002,16946,94
72004,17108,80
72015,16910,94
72016,16917,76
72019,16927,90
72020,17102,98
72024,17011,96
